latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
37.37096,-116.05904,307.02,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,292.98,2.94,N
37.37022,-116.04774,302.99,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,292.24,1.41,N
37.36996,-116.04389,302.65,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.81,4.52,N
37.37023,-116.12888,332.93,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.23,2.39,N
37.37002,-116.12563,327.18,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.83,3.54,N
37.36981,-116.12244,331.35,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.96,3.54,N
37.36961,-116.11924,333.5,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.78,5.1,N
37.36938,-116.11584,329.7,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.23,5.1,N
37.36916,-116.11231,324.33,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.78,7.16,N
37.36892,-116.10858,321.45,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.65,7.16,N
37.36793,-116.09334,321.25,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.39,2.63,N
37.36767,-116.08932,321.55,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.71,2.19,N
37.3667,-116.07443,333.39,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,297.31,3.07,N
37.36647,-116.07088,327.04,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,296.92,3.07,N
37.36623,-116.06731,335.51,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.71,2.83,N
37.37067,-116.13564,310.69,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,289.16,1.44,N
37.37045,-116.13218,317.17,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.18,2.39,N
37.36867,-116.1048,313.56,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.2,2.63,N
37.36843,-116.10104,314.61,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.28,2.63,N
37.36818,-116.09724,316.99,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.46,2.63,N
37.36741,-116.08542,316.39,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.79,2.19,N
37.36717,-116.08166,310.16,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.62,1.87,N
37.36693,-116.07801,306.95,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.44,1.87,N
37.36476,-116.12591,325.3,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,292.9,3.54,N
37.36456,-116.1228,334.31,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,296.04,3.54,N
37.36436,-116.11969,331.93,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.62,5.1,N
37.36415,-116.11651,350.66,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,298.27,5.1,N
37.36393,-116.11314,367,0.35,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,298.99,7.16,N
37.3637,-116.10951,367,0.35,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,302.48,7.16,N
37.36543,-116.13637,303.68,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,287.74,1.44,N
37.3652,-116.13265,317.09,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,289.61,2.39,N
37.36497,-116.12913,319.94,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,290.94,2.39,N
37.36346,-116.10571,307.76,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,292.4,2.63,N
37.36126,-116.07177,307.84,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.6,3.07,N
37.36103,-116.06819,314.91,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.4,2.83,N
37.36032,-116.05734,307.81,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.36,1.92,N
37.35996,-116.13342,325.06,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.27,4.04,N
37.35972,-116.12959,331.52,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.24,4.04,N
37.3595,-116.12626,351.59,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,299.92,6.49,N
37.3593,-116.12316,367,0.35,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,301.1,6.49,N
37.35911,-116.12009,348.93,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,298.98,21.05,N
37.35891,-116.11697,367,0.35,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,301.36,21.05,N
37.3587,-116.11379,331.82,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,318.2,24.64,N
37.35848,-116.11034,367,0.35,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,296.71,24.64,N
37.35825,-116.10671,333.4,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.41,3.62,N
37.36047,-116.1414,302.77,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,288.59,1.9,N
37.36022,-116.13741,316.37,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,289.96,1.9,N
37.358,-116.10298,301.06,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,290.78,3.62,N
37.35502,-116.13872,320.09,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,292.48,1.9,N
37.35476,-116.13465,329.37,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.82,4.04,N
37.3545,-116.13058,335.55,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.75,4.04,N
37.35427,-116.12693,337.23,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,296.74,6.49,N
37.35406,-116.12375,332.12,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.75,6.49,N
37.35386,-116.12061,325.76,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.41,21.05,N
37.35366,-116.11745,340.72,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,296.29,21.05,N
37.35346,-116.11428,355.65,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,299.6,24.64,N
37.35324,-116.11092,356.38,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,299.84,24.64,N
37.35301,-116.10737,345.62,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,296.55,3.62,N
37.35254,-116.09988,323.91,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.92,2.87,N
37.35228,-116.09598,332.24,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,292.84,2.87,N
37.35526,-116.14256,319.26,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.5,1.9,N
37.35278,-116.10367,319.39,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.8,3.62,N
37.34933,-116.13234,325.03,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.08,2.61,N
37.3491,-116.12873,323.65,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.6,3.37,N
37.34889,-116.12534,323.9,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.39,3.37,N
37.34867,-116.12199,327.93,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.76,4.74,N
37.34845,-116.11845,335.66,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,296.38,4.74,N
37.34821,-116.11478,367,0.35,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,301.38,19.23,N
37.34797,-116.111,355.78,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,316.44,19.23,N
37.34773,-116.10718,367,0.35,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,304.06,14.86,N
37.34749,-116.10339,353.24,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,296.38,14.86,N
37.34725,-116.09965,324.42,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,292.84,7.97,N
37.34701,-116.09589,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,295.96,7.97,N
37.35004,-116.14345,317.22,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.28,1.87,N
37.34981,-116.1398,317.41,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.02,1.87,N
37.34957,-116.13607,314.97,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.17,2.61,N
37.34677,-116.09212,314.08,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.5,4.76,N
37.34345,-116.12285,341.94,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.99,4.74,N
37.34296,-116.11507,335.31,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,290.95,19.23,N
37.34271,-116.11114,353.7,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,292.78,19.23,N
37.34246,-116.1073,330.95,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,292.09,14.86,N
37.34368,-116.1265,318.26,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.69,3.37,N
37.34321,-116.11909,315.36,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.14,4.74,N
36.35903,-114.90875,311.42,0.58,0.52,2025-07-10,0856,N,VIIRS,n,2.0NRT,298.58,4.1,N
35.51622,-113.31294,312.74,0.46,0.47,2025-07-10,0856,N,VIIRS,n,2.0NRT,290.88,1.18,N
34.3329,-118.52229,303.86,0.44,0.63,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.3,0.59,N
34.29127,-118.80513,303.18,0.46,0.63,2025-07-10,0856,N,VIIRS,n,2.0NRT,287.67,0.77,N
33.85154,-118.33414,306.79,0.43,0.62,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.3,1.2,N
33.77665,-118.23737,299.87,0.42,0.61,2025-07-10,0856,N,VIIRS,n,2.0NRT,289.55,0.34,N
32.85725,-117.14833,297.92,0.36,0.57,2025-07-10,0856,N,VIIRS,n,2.0NRT,286.08,0.32,N
32.61389,-115.02232,310.38,0.53,0.5,2025-07-10,0856,N,VIIRS,n,2.0NRT,297.8,0.96,N
32.57442,-114.84298,307.12,0.52,0.5,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.35,0.34,N
32.42088,-115.23823,307.62,0.55,0.51,2025-07-10,0856,N,VIIRS,n,2.0NRT,297.53,2.35,N
32.3726,-117.06791,305.44,0.35,0.57,2025-07-10,0856,N,VIIRS,n,2.0NRT,289.51,0.7,N
37.34854,-113.47272,331.2,0.5,0.49,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.3,3.83,N
37.34807,-113.46722,321.75,0.5,0.49,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.1,3.83,N
37.347,-113.45461,300.64,0.49,0.49,2025-07-10,0856,N,VIIRS,n,2.0NRT,288.51,1.29,N
37.34441,-113.47778,321.69,0.5,0.49,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.52,1.93,N
37.34392,-113.47198,346.99,0.5,0.49,2025-07-10,0856,N,VIIRS,n,2.0NRT,292.35,6.8,N
37.34345,-113.46649,320.81,0.5,0.49,2025-07-10,0856,N,VIIRS,n,2.0NRT,290.32,6.8,N
37.34297,-113.46079,330.05,0.49,0.49,2025-07-10,0856,N,VIIRS,n,2.0NRT,290.89,3.57,N
37.34488,-113.48335,297.12,0.5,0.49,2025-07-10,0856,N,VIIRS,n,2.0NRT,287.07,1.93,N
37.34151,-113.44365,304.93,0.49,0.49,2025-07-10,0856,N,VIIRS,n,2.0NRT,287.5,0.76,N
37.3411,-113.43887,300.8,0.49,0.49,2025-07-10,0856,N,VIIRS,n,2.0NRT,288.09,0.62,N
37.34082,-113.48926,308.8,0.5,0.49,2025-07-10,0856,N,VIIRS,n,2.0NRT,287.11,0.93,N
37.33982,-113.47739,306.6,0.5,0.49,2025-07-10,0856,N,VIIRS,n,2.0NRT,287.11,1.93,N
37.44979,-116.05292,352.3,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,297.97,25.89,N
37.44959,-116.04979,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,316.77,25.89,N
37.44939,-116.04671,352.22,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,306.33,24.83,N
37.45024,-116.0599,310.71,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,290.63,7.29,N
37.45,-116.05624,318.15,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.54,7.29,N
37.4492,-116.04369,303.94,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,290.13,24.83,N
37.44544,-116.06718,356.19,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,298.05,10.33,N
37.44521,-116.06348,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,300.83,10.33,N
37.44499,-116.06012,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,303.77,7.29,N
37.44477,-116.05663,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,303.13,7.29,N
37.44456,-116.0534,342.19,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.14,25.89,N
37.44436,-116.0502,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,309.55,25.89,N
37.44416,-116.04702,356.3,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,319.7,24.83,N
37.44376,-116.04086,356.52,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,298.75,13.69,N
37.44569,-116.07116,304.54,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,289.63,3.42,N
37.44084,-116.0778,340.68,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.53,8.29,N
37.44058,-116.0737,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,303.66,8.29,N
37.44033,-116.06968,350.24,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,299.49,8.57,N
37.44009,-116.06588,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,299.84,8.57,N
37.43985,-116.06214,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,300.04,8.7,N
37.43962,-116.05841,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,301.42,8.7,N
37.43938,-116.05473,352.26,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,301.43,12.67,N
37.43916,-116.05109,350.79,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,297.08,12.67,N
37.43892,-116.04744,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,300.54,106.84,N
37.43871,-116.04408,344.16,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,332.53,106.84,N
37.43851,-116.04092,344.46,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,303.72,26.47,N
37.44109,-116.08173,304.15,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,290.25,3.15,N
37.43832,-116.0379,302.72,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.95,26.47,N
37.43571,-116.08003,349.32,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,298.49,8.29,N
37.43547,-116.07623,349.19,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,299.19,8.29,N
37.43523,-116.0723,348.7,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,297.55,8.57,N
37.43498,-116.0684,350.73,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,297.45,8.57,N
37.43473,-116.06448,346.12,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,296.52,8.7,N
37.43449,-116.06057,343.53,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,296.31,8.7,N
37.43424,-116.05668,340.21,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.37,12.67,N
37.434,-116.05276,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,301.5,12.67,N
37.43375,-116.04887,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,309.62,106.84,N
37.43594,-116.08364,306.78,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,290.91,3.15,N
37.4333,-116.04176,313.79,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,302.44,26.47,N
37.43309,-116.03845,307.43,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.86,26.47,N
37.43135,-116.09457,344.92,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,296.01,4.85,N
37.43115,-116.09135,342.75,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,297.38,4.85,N
37.43094,-116.08807,336.92,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,296.82,5.37,N
37.43073,-116.08476,350.87,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,299.01,5.37,N
37.43052,-116.08139,341.41,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,297.62,4.55,N
37.4303,-116.07784,335.9,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,296.53,4.55,N
37.43008,-116.07424,331.36,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.95,3.66,N
37.42985,-116.07063,329.8,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.4,3.66,N
37.4296,-116.06664,327.76,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.76,3.45,N
37.42936,-116.0627,336.93,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.81,3.45,N
37.4291,-116.05877,343.38,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,296.77,8.07,N
37.42886,-116.05485,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,300.29,8.07,N
37.42861,-116.05084,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,304.25,42.7,N
37.42836,-116.0469,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,329.99,42.7,N
37.42813,-116.04318,338.98,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,297.47,46.85,N
37.4318,-116.10187,302.65,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,289.94,2.79,N
37.43157,-116.09808,309.5,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,292.19,2.79,N
37.42653,-116.10187,332.07,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.24,2.79,N
37.4263,-116.09814,337.03,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.23,2.79,N
37.42608,-116.0946,331.25,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.91,4.85,N
37.42588,-116.09142,332.39,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.23,4.85,N
37.42568,-116.08815,342.26,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.86,5.37,N
37.42547,-116.08483,337.31,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.32,5.37,N
37.42526,-116.08146,335.17,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.48,4.55,N
37.42505,-116.07806,333.27,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,295.04,4.55,N
37.42483,-116.07462,332.34,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.43,3.66,N
37.42462,-116.0712,335.12,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.99,3.66,N
37.42439,-116.06757,324.44,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.48,3.45,N
37.42393,-116.0602,328.58,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.72,8.07,N
37.4237,-116.05651,326.96,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.27,8.07,N
37.42347,-116.0528,338.57,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.86,42.7,N
37.42324,-116.04908,367,0.34,0.56,2025-07-10,0856,N,VIIRS,h,2.0NRT,295.08,42.7,N
37.4268,-116.10614,318.83,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,291.51,3.76,N
37.42416,-116.06385,319.56,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.32,3.45,N
37.42204,-116.11462,330.03,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,292.92,2.9,N
37.42128,-116.10223,330.67,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.07,3.48,N
37.42105,-116.09842,330.84,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.77,3.48,N
37.42082,-116.09476,331.82,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.37,3.91,N
37.42061,-116.0913,331.87,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,294.22,3.91,N
37.4204,-116.08801,332.32,0.35,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.92,4.03,N
37.42019,-116.08466,334.9,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,292.92,4.03,N
37.41998,-116.08133,336.09,0.34,0.56,2025-07-10,0856,N,VIIRS,n,2.0NRT,293.72,3.68,N
37.34429,-113.48668,298.93,0.69,0.75,2025-07-10,1034,N,VIIRS,n,2.0NRT,285.85,1.36,N
39.61391,-121.88956,300.67,0.45,0.47,2025-07-10,1034,N,VIIRS,n,2.0NRT,289.92,0.27,N
37.34215,-113.47987,306.45,0.7,0.75,2025-07-10,1034,N,VIIRS,n,2.0NRT,286.91,1.36,N
41.41064,-114.21145,297.32,0.49,0.65,2025-07-10,1034,N,VIIRS,n,2.0NRT,286.49,1.25,N
41.40367,-114.23153,303.45,0.49,0.65,2025-07-10,1034,N,VIIRS,n,2.0NRT,285.92,1.45,N
41.40149,-114.2244,297.8,0.49,0.65,2025-07-10,1034,N,VIIRS,n,2.0NRT,286.56,1.47,N
41.41878,-114.24825,299.47,0.48,0.65,2025-07-10,1034,N,VIIRS,n,2.0NRT,286.41,0.96,N
41.40835,-114.21346,297.51,0.49,0.65,2025-07-10,1034,N,VIIRS,n,2.0NRT,285.97,1.2,N
41.40133,-114.23368,305.83,0.49,0.65,2025-07-10,1034,N,VIIRS,n,2.0NRT,286.38,1.17,N
41.39911,-114.22625,305.25,0.49,0.65,2025-07-10,1034,N,VIIRS,n,2.0NRT,286.82,1.17,N
41.39346,-114.22925,305.55,0.49,0.65,2025-07-10,1034,N,VIIRS,n,2.0NRT,287.14,1.17,N
41.37743,-114.26289,304.36,0.49,0.65,2025-07-10,1034,N,VIIRS,n,2.0NRT,285.64,0.7,N
41.37528,-114.25577,300.38,0.49,0.65,2025-07-10,1034,N,VIIRS,n,2.0NRT,285.93,0.7,N
41.36715,-114.25052,298.62,0.49,0.65,2025-07-10,1034,N,VIIRS,n,2.0NRT,286.72,1.22,N
40.81989,-114.2551,303.75,0.5,0.66,2025-07-10,1034,N,VIIRS,n,2.0NRT,288.89,2.23,N
41.51834,-123.13256,336.15,0.55,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,286.91,3.19,N
41.51951,-123.13801,301.28,0.55,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,284.65,3.19,N
41.51715,-123.12698,310.6,0.55,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,283.97,1.9,N
41.51685,-123.14478,348.77,0.55,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,291.01,12.64,N
41.51561,-123.13898,353.22,0.55,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,291.18,18.39,N
41.51442,-123.13338,353.64,0.55,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,292.35,18.39,N
41.32277,-123.38875,320.43,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,289.27,3.1,N
41.3242,-123.39544,299.16,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,288.61,3.1,N
41.32421,-123.41462,336.77,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,290.93,2.97,N
41.31902,-123.39027,334.46,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,289.78,3.1,N
41.32549,-123.42065,299.33,0.53,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,288.26,2.97,N
41.32059,-123.41673,300.25,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,288.78,2.24,N
41.31518,-123.39134,302.85,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,288.53,1.16,N
41.31816,-123.42439,320.82,0.53,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,289.37,2.24,N
41.31138,-123.39264,306.41,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,288.51,1.16,N
41.31577,-123.43226,308.04,0.53,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,288.7,1.31,N
41.31451,-123.42634,319.45,0.53,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,289.98,3,N
41.30903,-123.40071,303.41,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,288.94,3.22,N
41.30392,-123.39585,331.63,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,290.66,3.22,N
41.31211,-123.43413,305.43,0.53,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,288.86,1.31,N
41.29887,-123.39131,337.98,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,298.97,16.38,N
41.30855,-123.43646,312.39,0.53,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,289.28,2.81,N
41.30733,-123.43078,315.53,0.53,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,289.52,2.27,N
41.3045,-123.41756,300.22,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,288.56,1.68,N
41.30302,-123.41063,313.89,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,289.13,1.68,N
41.30026,-123.39777,309.77,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,288.88,2.72,N
41.29745,-123.38467,305.53,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,287.76,16.38,N
41.29665,-123.39991,321.83,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,289.58,2.72,N
41.29944,-123.41293,312.21,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,288.97,1.68,N
41.29514,-123.39288,319.7,0.54,0.42,2025-07-10,1034,N,VIIRS,n,2.0NRT,289.13,16.38,N
