latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
36.35385,-114.91322,305.73,0.79,0.78,2025-07-01,0824,N,VIIRS,n,2.0NRT,293.61,2.71,N
32.4221,-115.01102,308.73,0.76,0.77,2025-07-01,0824,N,VIIRS,n,2.0NRT,292.66,2.59,N
32.42289,-115.00649,316.79,0.76,0.77,2025-07-01,0824,N,VIIRS,n,2.0NRT,292.46,1.43,N
32.57026,-115.01947,313.85,0.76,0.77,2025-07-01,0824,N,VIIRS,n,2.0NRT,294.26,4.21,N
32.58065,-115.12709,306.37,0.77,0.78,2025-07-01,0824,N,VIIRS,n,2.0NRT,294.04,3.58,N
32.58049,-115.12224,308.37,0.77,0.78,2025-07-01,0824,N,VIIRS,n,2.0NRT,293.84,3.31,N
32.57097,-115.02412,316.3,0.76,0.77,2025-07-01,0824,N,VIIRS,n,2.0NRT,294.16,3.4,N
32.39962,-114.76942,308.74,0.74,0.76,2025-07-01,0824,N,VIIRS,n,2.0NRT,294.31,2,N
40.8224,-114.25526,318.45,0.42,0.45,2025-07-01,1002,N,VIIRS,n,2.0NRT,292.58,2.24,N
37.34946,-113.45328,305.27,0.55,0.51,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.19,1.26,N
37.34665,-113.44147,299.89,0.55,0.51,2025-07-01,1004,N,VIIRS,n,2.0NRT,286.58,0.86,N
37.34879,-113.49195,299.07,0.54,0.51,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.36,1.49,N
37.34757,-113.48685,315.09,0.54,0.51,2025-07-01,1004,N,VIIRS,n,2.0NRT,288.23,1.49,N
37.34319,-113.4892,301.45,0.54,0.51,2025-07-01,1004,N,VIIRS,n,2.0NRT,286.43,1.49,N
37.33995,-113.49632,307.12,0.54,0.51,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.16,1.21,N
37.33676,-113.50361,303.36,0.54,0.51,2025-07-01,1004,N,VIIRS,n,2.0NRT,286.76,1.95,N
37.64342,-115.41582,329.77,0.43,0.46,2025-07-01,1004,N,VIIRS,n,2.0NRT,292.13,4.44,N
37.64255,-115.41188,318.33,0.43,0.46,2025-07-01,1004,N,VIIRS,n,2.0NRT,288.61,2.17,N
37.6393,-115.4171,345.54,0.43,0.46,2025-07-01,1004,N,VIIRS,n,2.0NRT,298.91,4.44,N
37.64017,-115.42102,318.41,0.43,0.46,2025-07-01,1004,N,VIIRS,n,2.0NRT,293.07,4.44,N
37.63843,-115.41318,316.91,0.43,0.46,2025-07-01,1004,N,VIIRS,n,2.0NRT,290.41,2.17,N
37.63692,-115.42624,308.14,0.43,0.46,2025-07-01,1004,N,VIIRS,n,2.0NRT,291.77,2.16,N
37.63602,-115.42218,319.26,0.43,0.46,2025-07-01,1004,N,VIIRS,n,2.0NRT,293.41,1.23,N
37.63512,-115.41812,299.66,0.43,0.46,2025-07-01,1004,N,VIIRS,n,2.0NRT,289.31,1.23,N
37.63185,-115.42322,298.12,0.43,0.46,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.24,1.23,N
38.27673,-121.09821,303.66,0.39,0.36,2025-07-01,1004,N,VIIRS,n,2.0NRT,288.84,0.67,N
38.58076,-123.14208,309.22,0.39,0.36,2025-07-01,1004,N,VIIRS,n,2.0NRT,286.05,2.5,N
38.57745,-123.14285,338.99,0.39,0.36,2025-07-01,1004,N,VIIRS,n,2.0NRT,286.37,2.5,N
37.88282,-121.18623,310.48,0.39,0.36,2025-07-01,1004,N,VIIRS,n,2.0NRT,289.59,0.92,N
38.03016,-122.09754,298.42,0.38,0.36,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.53,0.21,N
38.0041,-121.93662,299.93,0.39,0.36,2025-07-01,1004,N,VIIRS,n,2.0NRT,289.65,0.37,N
37.75498,-121.66176,301.79,0.39,0.36,2025-07-01,1004,N,VIIRS,n,2.0NRT,288.68,0.29,N
36.35889,-114.91238,313.82,0.48,0.48,2025-07-01,1004,N,VIIRS,n,2.0NRT,297.52,2.81,N
37.45582,-121.93371,308.81,0.39,0.36,2025-07-01,1004,N,VIIRS,n,2.0NRT,286.95,0.37,N
37.18506,-121.6785,300.88,0.39,0.36,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.83,0.48,N
37.21198,-121.90234,299.41,0.39,0.36,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.47,0.62,N
34.62252,-117.10004,316.94,0.4,0.45,2025-07-01,1004,N,VIIRS,n,2.0NRT,294.52,1.7,N
34.60924,-117.33828,312.13,0.39,0.44,2025-07-01,1004,N,VIIRS,n,2.0NRT,292.35,1.2,N
34.60838,-117.33419,302.23,0.39,0.44,2025-07-01,1004,N,VIIRS,n,2.0NRT,290.31,1.2,N
34.35388,-116.85143,309.24,0.42,0.45,2025-07-01,1004,N,VIIRS,n,2.0NRT,292.05,0.63,N
34.43146,-118.64272,298.77,0.51,0.41,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.8,0.56,N
34.42769,-118.64366,300.55,0.51,0.41,2025-07-01,1004,N,VIIRS,n,2.0NRT,286.34,0.57,N
34.42855,-118.64462,312.09,0.52,0.41,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.5,1.69,N
34.14132,-117.42928,303.75,0.4,0.44,2025-07-01,1004,N,VIIRS,n,2.0NRT,288.36,0.61,N
34.33631,-118.5201,302.41,0.52,0.42,2025-07-01,1004,N,VIIRS,n,2.0NRT,289.04,0.89,N
34.3189,-118.51291,300.49,0.52,0.42,2025-07-01,1004,N,VIIRS,n,2.0NRT,286.85,0.26,N
34.07998,-117.4987,300.16,0.4,0.44,2025-07-01,1004,N,VIIRS,n,2.0NRT,289.4,0.63,N
34.24247,-118.37876,299.4,0.53,0.42,2025-07-01,1004,N,VIIRS,n,2.0NRT,288.82,0.56,N
34.15208,-118.19205,312.57,0.55,0.42,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.9,1.93,N
34.03998,-117.81979,299.39,0.57,0.43,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.55,0.17,N
34.03678,-118.10704,299.84,0.55,0.43,2025-07-01,1004,N,VIIRS,n,2.0NRT,288.77,0.62,N
33.79543,-117.47366,301.19,0.4,0.44,2025-07-01,1004,N,VIIRS,n,2.0NRT,290.17,0.58,N
33.79139,-117.47471,300.99,0.4,0.44,2025-07-01,1004,N,VIIRS,n,2.0NRT,288.01,0.58,N
33.71397,-117.7112,307.69,0.39,0.44,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.1,1.23,N
37.34124,-113.50172,300.03,0.54,0.51,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.49,1.95,N
41.8188,-123.19189,329.07,0.4,0.37,2025-07-01,1004,N,VIIRS,n,2.0NRT,289.77,2.49,N
41.81542,-123.19265,319.66,0.4,0.37,2025-07-01,1004,N,VIIRS,n,2.0NRT,288.41,2.49,N
41.52335,-123.14893,319.21,0.4,0.37,2025-07-01,1004,N,VIIRS,n,2.0NRT,288.55,1.54,N
41.52219,-123.14706,318.87,0.4,0.37,2025-07-01,1004,N,VIIRS,n,2.0NRT,287.61,1.76,N
39.61948,-119.26566,304.97,0.42,0.37,2025-07-01,1004,N,VIIRS,n,2.0NRT,293.77,1.39,N
37.3659,-113.43179,304.79,0.55,0.51,2025-07-01,1004,N,VIIRS,n,2.0NRT,286.89,3.81,N
37.36435,-113.43262,303.5,0.55,0.51,2025-07-01,1004,N,VIIRS,n,2.0NRT,286.46,1.46,N
37.3506,-113.45807,307.99,0.55,0.51,2025-07-01,1004,N,VIIRS,n,2.0NRT,288.06,2.28,N
32.42457,-115.0088,307.64,0.58,0.52,2025-07-01,1006,N,VIIRS,n,2.0NRT,294.87,2.12,N
32.57653,-115.50864,309.55,0.54,0.51,2025-07-01,1006,N,VIIRS,n,2.0NRT,296.84,2.28,N
32.42313,-115.00274,317.3,0.58,0.52,2025-07-01,1006,N,VIIRS,n,2.0NRT,295.11,2.12,N
32.42601,-115.00822,306.38,0.58,0.52,2025-07-01,1006,N,VIIRS,n,2.0NRT,294.8,2.42,N
32.42459,-115.00212,318.88,0.58,0.52,2025-07-01,1006,N,VIIRS,n,2.0NRT,295.01,2.18,N
32.50762,-116.77161,325.38,0.46,0.47,2025-07-01,1006,N,VIIRS,n,2.0NRT,288.01,2.69,N
32.49797,-116.78979,300.75,0.46,0.47,2025-07-01,1006,N,VIIRS,n,2.0NRT,288.62,1.01,N
32.49741,-116.79182,302.76,0.46,0.47,2025-07-01,1006,N,VIIRS,n,2.0NRT,288.88,0.91,N
33.91316,-112.67388,335.39,0.44,0.63,2025-07-01,1945,N,VIIRS,n,2.0NRT,308.2,6.02,D
33.90103,-112.67558,335,0.44,0.63,2025-07-01,1945,N,VIIRS,n,2.0NRT,306.98,8.2,D
33.90631,-112.67653,367,0.44,0.63,2025-07-01,1945,N,VIIRS,h,2.0NRT,310.58,8.19,D
33.90754,-112.67188,340.06,0.44,0.63,2025-07-01,1945,N,VIIRS,n,2.0NRT,307.33,8.19,D
33.91193,-112.67854,367,0.44,0.63,2025-07-01,1945,N,VIIRS,h,2.0NRT,308.69,6.02,D
37.64174,-115.4222,351.27,0.5,0.66,2025-07-01,1945,N,VIIRS,n,2.0NRT,293.25,16.46,D
37.6444,-115.41302,367,0.5,0.65,2025-07-01,1945,N,VIIRS,h,2.0NRT,298.14,16.46,D
37.63801,-115.42864,338.77,0.5,0.66,2025-07-01,1945,N,VIIRS,n,2.0NRT,289.4,15.23,D
37.64049,-115.41987,367,0.5,0.66,2025-07-01,1945,N,VIIRS,h,2.0NRT,295.18,15.23,D
37.6431,-115.41065,367,0.5,0.66,2025-07-01,1945,N,VIIRS,h,2.0NRT,297.63,35.54,D
37.34706,-113.48454,367,0.4,0.6,2025-07-01,1945,N,VIIRS,h,2.0NRT,298.53,15.49,D
37.34799,-113.48105,367,0.4,0.6,2025-07-01,1945,N,VIIRS,h,2.0NRT,299.57,23.77,D
37.35197,-113.44406,342.1,0.4,0.6,2025-07-01,1945,N,VIIRS,n,2.0NRT,298.04,6.35,D
37.33833,-113.49504,367,0.4,0.6,2025-07-01,1945,N,VIIRS,h,2.0NRT,300.01,10.39,D
37.34318,-113.47691,367,0.4,0.6,2025-07-01,1945,N,VIIRS,h,2.0NRT,295.02,10.61,D
37.34699,-113.4406,351.01,0.4,0.6,2025-07-01,1945,N,VIIRS,n,2.0NRT,300.89,6.35,D
33.91228,-112.67962,354.61,0.44,0.63,2025-07-01,1945,N,VIIRS,n,2.0NRT,308.15,6.59,D
33.9079,-112.673,338.52,0.44,0.63,2025-07-01,1945,N,VIIRS,n,2.0NRT,307.54,13.08,D
33.90665,-112.67761,367,0.44,0.63,2025-07-01,1945,N,VIIRS,h,2.0NRT,310.97,8.2,D
32.42212,-114.86543,336.74,0.63,0.72,2025-07-01,1945,N,VIIRS,n,2.0NRT,304.43,10.51,D
32.57281,-114.87518,351.7,0.63,0.72,2025-07-01,1945,N,VIIRS,n,2.0NRT,304.1,13.12,D
33.90861,-112.67339,341.89,0.46,0.64,2025-07-01,2123,N,VIIRS,n,2.0NRT,309.04,6.42,D
33.2538,-117.29748,342.96,0.49,0.49,2025-07-01,2123,N,VIIRS,n,2.0NRT,306.03,6.05,D
33.90833,-112.6787,351.46,0.46,0.64,2025-07-01,2123,N,VIIRS,n,2.0NRT,310.72,6.42,D
41.52254,-123.14732,339.11,0.48,0.4,2025-07-01,2125,N,VIIRS,n,2.0NRT,298.4,4.06,D
32.08887,-115.01225,348.36,0.33,0.55,2025-07-01,2125,N,VIIRS,n,2.0NRT,314.93,6.72,D
36.52133,-118.89321,344.95,0.44,0.46,2025-07-01,2125,N,VIIRS,l,2.0NRT,316.66,34.47,D
36.5256,-118.89397,353.34,0.44,0.46,2025-07-01,2125,N,VIIRS,n,2.0NRT,324.87,34.47,D
37.95614,-122.59919,347.65,0.46,0.39,2025-07-01,2125,N,VIIRS,n,2.0NRT,309.48,9.31,D
37.95977,-122.59982,339.01,0.46,0.39,2025-07-01,2125,N,VIIRS,l,2.0NRT,311.13,4.83,D
39.22783,-121.61174,337.27,0.52,0.42,2025-07-01,2125,N,VIIRS,n,2.0NRT,304.05,2.84,D
39.70315,-122.02419,352.84,0.51,0.41,2025-07-01,2125,N,VIIRS,n,2.0NRT,313.88,17.37,D
32.08859,-115.01575,347.57,0.32,0.55,2025-07-01,2125,N,VIIRS,n,2.0NRT,316.11,6.72,D
32.31208,-114.98743,367,0.33,0.55,2025-07-01,2125,N,VIIRS,h,2.0NRT,317.29,15.46,D
32.31236,-114.98386,345.09,0.33,0.55,2025-07-01,2125,N,VIIRS,n,2.0NRT,313.18,15.11,D
32.53247,-115.32356,357.48,0.63,0.54,2025-07-01,2125,N,VIIRS,n,2.0NRT,314.58,7.75,D
32.53087,-115.32349,355.38,0.63,0.54,2025-07-01,2125,N,VIIRS,n,2.0NRT,315.18,3.6,D
32.53777,-116.54734,351.88,0.54,0.51,2025-07-01,2125,N,VIIRS,n,2.0NRT,315.21,6.98,D
32.5425,-116.54749,348.56,0.54,0.51,2025-07-01,2125,N,VIIRS,n,2.0NRT,310.37,15.7,D
32.71347,-114.13717,345.38,0.37,0.58,2025-07-01,2125,N,VIIRS,l,2.0NRT,316.08,11.94,D
32.53958,-116.54974,341.73,0.54,0.51,2025-07-01,2125,N,VIIRS,l,2.0NRT,315.29,13.46,D
32.70482,-115.55426,346.35,0.61,0.54,2025-07-01,2125,N,VIIRS,l,2.0NRT,317.23,8.52,D
39.10771,-120.35131,305.76,0.43,0.38,2025-07-02,0943,N,VIIRS,n,2.0NRT,284,0.82,N
40.94006,-117.85961,304.39,0.39,0.36,2025-07-02,0943,N,VIIRS,n,2.0NRT,287.86,0.39,N
41.52218,-123.14948,330.29,0.39,0.44,2025-07-02,0943,N,VIIRS,n,2.0NRT,270.53,4.73,N
41.52252,-123.15121,324.19,0.39,0.44,2025-07-02,0943,N,VIIRS,n,2.0NRT,271.07,2.58,N
41.52193,-123.14551,311.04,0.39,0.44,2025-07-02,0943,N,VIIRS,n,2.0NRT,266.24,0.92,N
39.61899,-119.26401,304.33,0.4,0.37,2025-07-02,0943,N,VIIRS,n,2.0NRT,291.57,1.01,N
39.49383,-119.62125,299.97,0.41,0.37,2025-07-02,0943,N,VIIRS,n,2.0NRT,287.33,0.31,N
39.49392,-119.61826,300.9,0.41,0.37,2025-07-02,0943,N,VIIRS,n,2.0NRT,286.92,0.55,N
33.79278,-117.47753,303.57,0.4,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,287.56,1.26,N
32.87064,-115.46964,310.74,0.46,0.39,2025-07-02,0945,N,VIIRS,n,2.0NRT,294.79,1.22,N
32.71406,-114.75858,307.38,0.5,0.41,2025-07-02,0945,N,VIIRS,n,2.0NRT,297.09,1.64,N
32.57367,-115.06252,326.41,0.49,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,292.66,2.75,N
32.52815,-114.92796,304.47,0.5,0.41,2025-07-02,0945,N,VIIRS,n,2.0NRT,294.3,1.01,N
32.49679,-114.88699,315.52,0.5,0.41,2025-07-02,0945,N,VIIRS,n,2.0NRT,295.07,1.51,N
32.49585,-114.88426,312.12,0.5,0.41,2025-07-02,0945,N,VIIRS,n,2.0NRT,294.18,1.78,N
37.3997,-113.40803,297.33,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,282.05,1.02,N
37.39608,-113.40911,322.79,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,285.03,1.39,N
37.4039,-113.42921,297.39,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,282.52,1.09,N
35.519,-113.31419,305.12,0.52,0.42,2025-07-02,0945,N,VIIRS,n,2.0NRT,288.01,1.24,N
36.52547,-118.89615,303.26,0.39,0.36,2025-07-02,0945,N,VIIRS,n,2.0NRT,292.13,0.57,N
37.18465,-121.68021,299.4,0.45,0.39,2025-07-02,0945,N,VIIRS,n,2.0NRT,287.43,0.75,N
37.45641,-121.93319,302.35,0.46,0.39,2025-07-02,0945,N,VIIRS,n,2.0NRT,287.32,0.61,N
37.88289,-121.18589,310.82,0.44,0.38,2025-07-02,0945,N,VIIRS,n,2.0NRT,290.65,0.89,N
38.07047,-122.13731,302.33,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,291.46,2.06,N
38.11833,-121.20172,309.17,0.44,0.39,2025-07-02,0945,N,VIIRS,n,2.0NRT,290.84,0.86,N
37.67523,-115.41119,302.14,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,284.24,2.57,N
37.69115,-115.42085,299.83,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,280.82,2.78,N
38.6743,-122.01936,304.17,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,293.76,0.88,N
37.33875,-113.50175,301.6,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,282.12,2.57,N
38.67601,-122.00201,308.52,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,291.65,0.7,N
37.33776,-113.49673,328.22,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,284.3,2.57,N
37.34395,-113.48925,297.51,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,283.11,0.68,N
37.34647,-113.48258,302.21,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,283.15,0.68,N
37.34751,-113.48788,296.61,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,282.91,0.68,N
37.71466,-115.43345,314.83,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,289.48,2.64,N
37.34848,-113.45364,295.38,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,281.9,0.63,N
37.71804,-115.4325,318.69,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,290.69,2.64,N
37.71885,-115.43707,317.24,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,288.18,3.58,N
37.35099,-113.44687,300.52,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,283.54,0.83,N
37.72142,-115.43158,315.04,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,286.65,2.56,N
37.72223,-115.43613,312.43,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,285.75,2.05,N
37.73653,-115.43687,299.55,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,277.4,1.69,N
37.36589,-113.42491,317.2,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,282.87,1.5,N
37.36686,-113.42988,301.36,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,283.89,2.19,N
37.73991,-115.43592,316.15,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,289.03,1.69,N
37.7407,-115.44043,309.33,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,282.68,1.4,N
37.74328,-115.43497,322.59,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,293.82,3.71,N
37.74408,-115.43948,327.3,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,291.28,3.8,N
37.74665,-115.43404,327.42,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,295.11,3.71,N
37.74745,-115.43851,330.89,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,296.01,3.8,N
37.74602,-115.43201,316.86,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,289.91,3,N
37.74763,-115.44099,319.67,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,289.86,3.32,N
37.36546,-113.42902,325.72,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,284.67,3.28,N
37.74682,-115.43648,333.17,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,297.5,3,N
37.74939,-115.43106,327.29,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,293.23,3,N
37.75019,-115.43555,322.61,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,295.16,3,N
37.75276,-115.43008,337.72,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,295.42,3.82,N
37.75357,-115.43461,327.19,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,292.62,3.82,N
37.75613,-115.42912,325.2,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,292.34,3.82,N
37.39243,-113.41011,309.66,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,282.37,1.39,N
37.39502,-113.4038,300.86,0.49,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,281.4,1.39,N
37.39713,-113.41444,315.21,0.48,0.4,2025-07-02,0945,N,VIIRS,n,2.0NRT,283.39,4.03,N
35.51524,-113.31535,300.49,0.52,0.42,2025-07-02,0945,N,VIIRS,n,2.0NRT,286.5,1.04,N
35.12316,-118.36786,302.88,0.38,0.36,2025-07-02,0945,N,VIIRS,n,2.0NRT,291.35,0.8,N
34.62126,-117.10086,321.07,0.4,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,294.73,2.11,N
34.60925,-117.33559,309.12,0.4,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,292.15,1.42,N
34.8205,-118.74998,309.01,0.38,0.36,2025-07-02,0945,N,VIIRS,n,2.0NRT,293.83,0.7,N
34.35341,-116.85371,307.38,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,287.16,1.1,N
34.56894,-118.15352,301.93,0.39,0.36,2025-07-02,0945,N,VIIRS,n,2.0NRT,290.62,0.34,N
34.43057,-118.64433,311.79,0.38,0.36,2025-07-02,0945,N,VIIRS,n,2.0NRT,288.21,0.93,N
34.33582,-118.51858,308.79,0.38,0.36,2025-07-02,0945,N,VIIRS,n,2.0NRT,287.9,0.71,N
34.14232,-117.42815,309.08,0.4,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,288.72,0.79,N
34.24186,-118.381,299.76,0.39,0.36,2025-07-02,0945,N,VIIRS,n,2.0NRT,287.99,0.51,N
34.29247,-118.80367,313.39,0.38,0.36,2025-07-02,0945,N,VIIRS,n,2.0NRT,286.96,1.43,N
34.07839,-117.50107,306.35,0.4,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,290.02,0.85,N
34.15408,-118.19275,313.92,0.39,0.36,2025-07-02,0945,N,VIIRS,n,2.0NRT,287.62,1.35,N
34.03484,-117.55818,299.86,0.39,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,288.37,0.32,N
33.87593,-117.00003,299.22,0.41,0.37,2025-07-02,0945,N,VIIRS,n,2.0NRT,287.69,0.45,N
41.52572,-123.15126,296.14,0.72,0.76,2025-07-02,1123,N,VIIRS,n,2.0NRT,282.82,1.81,N
32.42803,-116.94165,340.34,0.44,0.38,2025-07-02,2104,N,VIIRS,l,2.0NRT,313.25,3.86,D
32.57148,-114.86897,341.35,0.55,0.42,2025-07-02,2104,N,VIIRS,n,2.0NRT,311.08,6.29,D
32.3987,-116.74296,345.13,0.45,0.39,2025-07-02,2104,N,VIIRS,n,2.0NRT,319.94,29.79,D
35.09082,-120.0251,350.94,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,331.41,29.11,D
35.09291,-120.0343,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,341.82,50.71,D
35.09904,-119.99207,355.39,0.39,0.36,2025-07-02,2106,N,VIIRS,n,2.0NRT,300.54,10.35,D
35.09841,-119.99635,351.89,0.39,0.36,2025-07-02,2106,N,VIIRS,n,2.0NRT,308.45,0,D
35.09414,-120.02583,350.24,0.39,0.36,2025-07-02,2106,N,VIIRS,n,2.0NRT,323.07,29.11,D
35.09352,-120.03007,351.99,0.39,0.36,2025-07-02,2106,N,VIIRS,n,2.0NRT,325.3,50.71,D
35.09229,-120.03851,352.82,0.39,0.36,2025-07-02,2106,N,VIIRS,n,2.0NRT,326.95,23.7,D
35.09781,-120.00055,367,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,361.04,0,D
35.0972,-120.00475,367,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,337.91,162.63,D
35.09658,-120.00896,367,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,330.56,162.63,D
35.09597,-120.01318,367,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,344.48,41.98,D
35.09475,-120.0216,354.95,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,335.76,29.11,D
35.10051,-120.00549,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,332.62,280.47,D
35.0999,-120.00973,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,339.61,280.47,D
35.09929,-120.01395,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,343.25,228.96,D
35.09867,-120.01816,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,360.59,228.96,D
35.09806,-120.02236,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,350.18,149.18,D
35.09622,-120.03503,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,329.48,51.1,D
35.0956,-120.03926,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,328.29,30.18,D
35.10173,-119.99706,348.04,0.39,0.36,2025-07-02,2106,N,VIIRS,n,2.0NRT,306.04,14.44,D
35.10112,-120.00129,356.09,0.39,0.36,2025-07-02,2106,N,VIIRS,n,2.0NRT,305.03,14.44,D
35.09745,-120.02659,350.55,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,335.65,149.18,D
35.09684,-120.03081,354.94,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,333.92,51.1,D
35.09499,-120.04347,367,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,328.07,30.18,D
35.1026,-120.01472,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,359.85,228.96,D
35.10015,-120.03155,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,368.51,51.1,D
35.09954,-120.03577,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,351.89,51.1,D
35.09893,-120.03999,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,353.21,30.18,D
35.10444,-120.00201,343.16,0.39,0.36,2025-07-02,2106,N,VIIRS,n,2.0NRT,311.2,14.44,D
35.10321,-120.0105,367,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,375.79,280.47,D
35.10199,-120.01892,367,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,378.8,228.96,D
35.10137,-120.02313,367,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,378.52,149.18,D
35.10077,-120.02732,367,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,378.8,149.18,D
35.09831,-120.0442,367,0.39,0.36,2025-07-02,2106,N,VIIRS,l,2.0NRT,330.17,30.18,D
35.1053,-120.01968,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,344.36,97.25,D
35.10285,-120.03651,367,0.39,0.36,2025-07-02,2106,N,VIIRS,h,2.0NRT,351.42,103.06,D
35.10652,-120.01125,353.35,0.39,0.36,2025-07-02,2106,N,VIIRS,n,2.0NRT,317.6,12.63,D
35.10591,-120.01548,350.87,0.39,0.36,2025-07-02,2106,N,VIIRS,n,2.0NRT,318.67,97.25,D
